ProductKey,"Product Name",Brand,Category,Subcategory,Total_Units_Sold,Total_Revenue_USD
1483,"The Phone Company Smart phones 8 GB of Memory M400 Grey","The Phone Company","Cell phones","Smart phones & PDAs",113,30397
1194,"Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey",Fabrikam,"Cameras and camcorders",Camcorders,48,30384
255,"Contoso Home Theater System 7.1 Channel M1700 Silver",Contoso,"TV and Video","Home Theater System",34,30226
101,"WWI Wireless Bluetooth Stereo Headphones M170 Pink","Wide World Importers",Audio,"Bluetooth Headphones",251,30120
87,"NT Wireless Bluetooth Stereo Headphones M402 Purple","Northwind Traders",Audio,"Bluetooth Headphones",301,30096.99000000002
1539,"The Phone Company PDA Wifi 3.7-inch M250 Silver","The Phone Company","Cell phones","Smart phones & PDAs",97,30070
553,"Proseware Projector 720p LCD56 White",Proseware,Computers,"Projectors & Screens",43,30057
2007,"Fabrikam Microwave 1.5CuFt X1100 Black",Fabrikam,"Home Appliances",Microwaves,45,29967.300000000003
1496,"The Phone Company Smart phones 320 x 320 M86 White","The Phone Company","Cell phones","Smart phones & PDAs",104,29952
1161,"Fabrikam Business Videographer 1/2'' 3mm M500 Black",Fabrikam,"Cameras and camcorders",Camcorders,34,29920
2164,"Fabrikam Coffee Maker Super-Auto 12C X125 Black",Fabrikam,"Home Appliances","Coffee Machines",18,29700
2134,"Contoso Coffee Maker Super-Auto 12C X1250 Grey",Contoso,"Home Appliances","Coffee Machines",18,29700
2140,"Adventure Works Coffee Maker Super-Auto 12C X125 Black","Adventure Works","Home Appliances","Coffee Machines",18,29700
1538,"The Phone Company PDA Wifi 3.5-inch M200 Silver","The Phone Company","Cell phones","Smart phones & PDAs",106,29680
406,"Proseware Laptop12 M210 Black",Proseware,Computers,Laptops,77,29487.150000000005
1147,"Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black",Fabrikam,"Cameras and camcorders",Camcorders,45,29475
617,"WWI Screen 125in M1611 Black","Wide World Importers",Computers,"Projectors & Screens",64,29376
1160,"Fabrikam Business Videographer 1" 25mm M600 Blue",Fabrikam,"Cameras and camcorders",Camcorders,33,29370
589,"Contoso Projector 720p M620 White",Contoso,Computers,"Projectors & Screens",42,29358
391,"WWI Laptop15 M0150 Black","Wide World Importers",Computers,Laptops,42,29358
1995,"Fabrikam Microwave 1.5CuFt X1100 Grey",Fabrikam,"Home Appliances",Microwaves,44,29301.360000000004
2013,"Fabrikam Microwave 1.5CuFt X1100 Blue",Fabrikam,"Home Appliances",Microwaves,44,29301.36
1546,"The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver","The Phone Company","Cell phones","Smart phones & PDAs",97,29294
1441,"The Phone Company Touch Screen Phones - LCD M12 Grey","The Phone Company","Cell phones","Touch Screen Phones",146,29200
1241,"Fabrikam Business Videographer 1/3'' 8.5mm M380 White",Fabrikam,"Cameras and camcorders",Camcorders,34,29104
1488,"The Phone Company Smart phones Expert M400 Grey","The Phone Company","Cell phones","Smart phones & PDAs",97,29100
136,"Adventure Works 20" LCD HDTV M120 Brown","Adventure Works","TV and Video",Televisions,83,29045.850000000002
339,"Fabrikam Laptop17W M7080 Black",Fabrikam,Computers,Laptops,33,29036.7
1116,"Fabrikam SLR Camera X147 Grey",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",45,29025
358,"Fabrikam Laptop8.9 E8002 Red",Fabrikam,Computers,Laptops,89,29014
1548,"The Phone Company PDA Handheld 3.7 inch M630 Silver","The Phone Company","Cell phones","Smart phones & PDAs",109,28994
593,"Contoso Screen 125in M250 White",Contoso,Computers,"Projectors & Screens",63,28917
1061,"A. Datum SLR Camera 35" X358 Gold","A. Datum","Cameras and camcorders","Digital SLR Cameras",49,28812
1113,"Fabrikam SLR Camera 35" X358 Silver",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",66,28789.200000000004
1533,"The Phone Company PDA Palm 3.7 inch M830 Black","The Phone Company","Cell phones","Smart phones & PDAs",96,28704
86,"NT Wireless Bluetooth Stereo Headphones M402 Black","Northwind Traders",Audio,"Bluetooth Headphones",287,28697.13000000001
387,"Adventure Works Laptop15 M1501 Blue","Adventure Works",Computers,Laptops,41,28659
2001,"Fabrikam Microwave 1.5CuFt X1100 Red",Fabrikam,"Home Appliances",Microwaves,43,28635.420000000002
1481,"The Phone Company Microsoft Windows Mobile M200 Grey","The Phone Company","Cell phones","Smart phones & PDAs",125,28625
1138,"Fabrikam SLR Camera M150 Orange",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",73,28608.699999999997
360,"Fabrikam Laptop13.3 M3000 Red",Fabrikam,Computers,Laptops,75,28500
1535,"The Phone Company PDA GPS Phone 3.5 inch M910 Black","The Phone Company","Cell phones","Smart phones & PDAs",106,28408
1545,"The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver","The Phone Company","Cell phones","Smart phones & PDAs",105,28140
2146,"Adventure Works Coffee Maker Super-Auto 12C X125 Silver","Adventure Works","Home Appliances","Coffee Machines",17,28050
1512,"The Phone Company Smart phones 4 GB of Memory M300 Gold","The Phone Company","Cell phones","Smart phones & PDAs",117,27963
85,"NT Wireless Bluetooth Stereo Headphones M402 Green","Northwind Traders",Audio,"Bluetooth Headphones",278,27797.22000000001
1423,"The Phone Company Touch Screen Phones - CRT M11 Black","The Phone Company","Cell phones","Touch Screen Phones",147,27783
1532,"The Phone Company PDA Palm 3.5 inch M810 Black","The Phone Company","Cell phones","Smart phones & PDAs",99,27720
367,"Adventure Works Laptop8.9 E0890 Black","Adventure Works",Computers,Laptops,85,27710
395,"WWI Laptop8.9 E0089 Black","Wide World Importers",Computers,Laptops,85,27710
1530,"The Phone Company PDA Handheld 3.7 inch M630 Black","The Phone Company","Cell phones","Smart phones & PDAs",104,27664
407,"Proseware Laptop16 M610 Black",Proseware,Computers,Laptops,46,27554
545,"Proseware Screen 125in X1609 Black",Proseware,Computers,"Projectors & Screens",60,27540
1195,"Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey",Fabrikam,"Cameras and camcorders",Camcorders,42,27510
2514,"Contoso Bluetooth Active Headphones L15 White",Contoso,"Cell phones","Cell phones Accessories",211,27427.890000000014
1216,"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black",Fabrikam,"Cameras and camcorders",Camcorders,44,27280
1101,"Contoso SLR Camera 35" X358 Blue",Contoso,"Cameras and camcorders","Digital SLR Cameras",48,27264
361,"Fabrikam Laptop13.3W M3080 Red",Fabrikam,Computers,Laptops,70,27230
1523,"The Phone Company PDA Phone 3.5 inches M320 Black","The Phone Company","Cell phones","Smart phones & PDAs",91,27209
1835,"Litware Washer & Dryer 21in E214 Silver",Litware,"Home Appliances","Washers & Dryers",17,27183
1890,"Contoso Washer & Dryer 21in E210 Red",Contoso,"Home Appliances","Washers & Dryers",17,27183
1291,"Contoso Macro Zoom Lens X300 White",Contoso,"Cameras and camcorders","Cameras & Camcorders Accessories",74,27124.699999999997
1200,"Fabrikam Trendsetter 1'' 25mm X400 Grey",Fabrikam,"Cameras and camcorders",Camcorders,27,27000
1060,"A. Datum SLR Camera X139 Gold","A. Datum","Cameras and camcorders","Digital SLR Cameras",43,26961
356,"Fabrikam Laptop14.1W M4180 Red",Fabrikam,Computers,Laptops,59,26957.09999999999
1088,"Contoso SLR Camera X144 Silver Grey",Contoso,"Cameras and camcorders","Digital SLR Cameras",40,26920
1544,"The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver","The Phone Company","Cell phones","Smart phones & PDAs",113,26894
1564,"The Phone Company PDA Phone Unlocked 4.7 inches L550 White","The Phone Company","Cell phones","Smart phones & PDAs",89,26878
1547,"The Phone Company PDA Handheld 3.5 inch M610 Silver","The Phone Company","Cell phones","Smart phones & PDAs",105,26775
1294,"Contoso Telephoto Conversion Lens X400 White",Contoso,"Cameras and camcorders","Cameras & Camcorders Accessories",45,26775
373,"Adventure Works Laptop8.9 E0890 White","Adventure Works",Computers,Laptops,82,26732
409,"Proseware Laptop8.9 E089 Black",Proseware,Computers,Laptops,82,26732
1872,"Contoso Washer & Dryer 27in L270 Silver",Contoso,"Home Appliances","Washers & Dryers",10,26520
1867,"Contoso Washer & Dryer 27in L270 White",Contoso,"Home Appliances","Washers & Dryers",10,26520
1084,"Contoso SLR Camera X143 Grey",Contoso,"Cameras and camcorders","Digital SLR Cameras",41,26486
1185,"Fabrikam Business Videographer 1/2" 3mm M500 Orange",Fabrikam,"Cameras and camcorders",Camcorders,30,26400
1498,"The Phone Company Smart phones Expert M400 White","The Phone Company","Cell phones","Smart phones & PDAs",88,26400
1493,"The Phone Company Smart phones 8 GB of Memory M400 White","The Phone Company","Cell phones","Smart phones & PDAs",98,26362
1534,"The Phone Company PDA Palm 4.7 inch L850 Black","The Phone Company","Cell phones","Smart phones & PDAs",66,26268
639,"WWI Screen 125in M1611 Silver","Wide World Importers",Computers,"Projectors & Screens",57,26163
1953,"Litware Refrigerator 9.7CuFt M560 Silver",Litware,"Home Appliances",Refrigerators,53,26129
1952,"Litware Refrigerator 19CuFt M760 Silver",Litware,"Home Appliances",Refrigerators,29,26071
476,"Proseware LCD24W X300 White",Proseware,Computers,Monitors,30,26070
412,"Proseware Laptop12 M210 White",Proseware,Computers,Laptops,68,26040.600000000006
1565,"The Phone Company PDA Handheld 3.5 inch M610 White","The Phone Company","Cell phones","Smart phones & PDAs",102,26010
2067,"Contoso Microwave 1.5CuFt X0110 Grey",Contoso,"Home Appliances",Microwaves,39,25971.66
1516,"The Phone Company Smart phones 320 x 320 M86 Gold","The Phone Company","Cell phones","Smart phones & PDAs",90,25920
1131,"Fabrikam SLR Camera 35" M358 Pink",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",79,25912
336,"SV Car Video LCD7W M7082 Brown","Southridge Video","TV and Video","Car Video",37,25863
1878,"Contoso Washer & Dryer 25.5in M255 Blue",Contoso,"Home Appliances","Washers & Dryers",13,25857
1833,"Litware Washer & Dryer 25.5in M350 Silver",Litware,"Home Appliances","Washers & Dryers",13,25857
1566,"The Phone Company PDA Handheld 3.7 inch M630 White","The Phone Company","Cell phones","Smart phones & PDAs",97,25802
1559,"The Phone Company PDA Phone 3.5 inches M320 White","The Phone Company","Cell phones","Smart phones & PDAs",86,25714
1056,"A. Datum SLR Camera X138 Silver Grey","A. Datum","Cameras and camcorders","Digital SLR Cameras",41,25707
1497,"The Phone Company Smart phones Unlocked M300 White","The Phone Company","Cell phones","Smart phones & PDAs",96,25632
1895,"Contoso Washer & Dryer 21in E210 Pink",Contoso,"Home Appliances","Washers & Dryers",16,25584
1478,"The Phone Company Smart phones Expert M400 Black","The Phone Company","Cell phones","Smart phones & PDAs",85,25500
2147,"Adventure Works Coffee Maker Auto 10C M100 Silver","Adventure Works","Home Appliances","Coffee Machines",34,25363.660000000003
335,"SV Car Video LCD9.2W X9281 Brown","Southridge Video","TV and Video","Car Video",29,25201
577,"Contoso Projector 720p M620 Black",Contoso,Computers,"Projectors & Screens",36,25164
1472,"The Phone Company Smart phones 4 GB of Memory M300 Black","The Phone Company","Cell phones","Smart phones & PDAs",105,25095
99,"WWI Wireless Bluetooth Stereo Headphones M170 Black","Wide World Importers",Audio,"Bluetooth Headphones",209,25080
1293,"Contoso Telephoto Conversion Lens X400 Silver",Contoso,"Cameras and camcorders","Cameras & Camcorders Accessories",42,24990
1120,"Fabrikam SLR Camera X148 Silver Grey",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",38,24966
1193,"Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey",Fabrikam,"Cameras and camcorders",Camcorders,44,24904
1125,"Fabrikam SLR Camera 35" X358 Gold",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",57,24863.4
1529,"The Phone Company PDA Handheld 3.5 inch M610 Black","The Phone Company","Cell phones","Smart phones & PDAs",97,24735
1983,"Fabrikam Microwave 1.5CuFt X1100 White",Fabrikam,"Home Appliances",Microwaves,37,24639.779999999995
1482,"The Phone Company Smart phones 4 GB of Memory M300 Grey","The Phone Company","Cell phones","Smart phones & PDAs",103,24617
1485,"The Phone Company Smart phones 6-LINE SCREEN M21 Grey","The Phone Company","Cell phones","Smart phones & PDAs",107,24610
370,"Adventure Works Laptop12 M1201 White","Adventure Works",Computers,Laptops,64,24508.800000000003
1511,"The Phone Company Microsoft Windows Mobile M200 Gold","The Phone Company","Cell phones","Smart phones & PDAs",107,24503
1560,"The Phone Company PDA Phone 3.7 inches M340 White","The Phone Company","Cell phones","Smart phones & PDAs",74,24420
1526,"The Phone Company PDA Phone Unlocked 3.7 inches M510 Black","The Phone Company","Cell phones","Smart phones & PDAs",102,24276
1910,"Fabrikam Refrigerator 19CuFt M7600 Silver",Fabrikam,"Home Appliances",Refrigerators,27,24273
1541,"The Phone Company PDA Phone 3.5 inches M320 Silver","The Phone Company","Cell phones","Smart phones & PDAs",81,24219
2104,"Contoso Water Heater 1.5GPM E0800 Silver",Contoso,"Home Appliances","Water Heaters",94,24205
388,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Computers,Laptops,63,24125.850000000006
1172,"Fabrikam Budget Moviemaker 1'' 25mm E400 White",Fabrikam,"Cameras and camcorders",Camcorders,57,24054
1491,"The Phone Company Microsoft Windows Mobile M200 White","The Phone Company","Cell phones","Smart phones & PDAs",105,24045
1865,"NT Washer & Dryer 21in E2100 Green","Northwind Traders","Home Appliances","Washers & Dryers",15,23998.5
1153,"Fabrikam Trendsetter 1/2'' 3mm X300 Black",Fabrikam,"Cameras and camcorders",Camcorders,24,23976
2073,"Contoso Microwave 1.5CuFt X0110 Red",Contoso,"Home Appliances",Microwaves,36,23973.839999999997
32,"Contoso 32GB Video MP3 Player M3200 Pink",Contoso,Audio,MP4&MP3,94,23970
568,"Proseware Projector 480p DLP12 Silver",Proseware,Computers,"Projectors & Screens",48,23952
1473,"The Phone Company Smart phones 8 GB of Memory M400 Black","The Phone Company","Cell phones","Smart phones & PDAs",89,23941
1484,"The Phone Company Smart phones 160x160 M26 Grey","The Phone Company","Cell phones","Smart phones & PDAs",115,23920
1828,"Litware Washer & Dryer 25.5in M350 White",Litware,"Home Appliances","Washers & Dryers",12,23868
1573,"SV DVD Player M120 White","Southridge Video","Music, Movies and Audio Books","Movie DVD",404,23831.96
1132,"Fabrikam SLR Camera X149 Blue",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",38,23826
1044,"A. Datum SLR Camera X135 Black","A. Datum","Cameras and camcorders","Digital SLR Cameras",38,23826
624,"WWI Projector 720p LCD56 White","Wide World Importers",Computers,"Projectors & Screens",34,23766
398,"WWI Laptop12 M0120 White","Wide World Importers",Computers,Laptops,62,23742.900000000005
1495,"The Phone Company Smart phones 6-LINE SCREEN M21 White","The Phone Company","Cell phones","Smart phones & PDAs",103,23690
521,"WWI LCD20 M220 Black","Wide World Importers",Computers,Monitors,91,23569
378,"Adventure Works Laptop15.4W M1548 Silver","Adventure Works",Computers,Laptops,31,23498
556,"Proseware Projector 480p DLP12 White",Proseware,Computers,"Projectors & Screens",47,23453
2019,"Litware Microwave 1.5CuFt X110 White",Litware,"Home Appliances",Microwaves,35,23307.9
2031,"Litware Microwave 1.5CuFt X110 Grey",Litware,"Home Appliances",Microwaves,35,23307.899999999998
1487,"The Phone Company Smart phones Unlocked M300 Grey","The Phone Company","Cell phones","Smart phones & PDAs",87,23229
379,"Adventure Works Laptop8.9 E0890 Silver","Adventure Works",Computers,Laptops,71,23146
225,"Litware Home Theater System 5.1 Channel M511 Brown",Litware,"TV and Video","Home Theater System",33,23067
1104,"Contoso SLR Camera X146 Orange",Contoso,"Cameras and camcorders","Digital SLR Cameras",54,23058
1118,"Fabrikam SLR Camera M147 Grey",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",69,23046
349,"Fabrikam Laptop10.1 M0100 White",Fabrikam,Computers,Laptops,60,22980
1199,"Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey",Fabrikam,"Cameras and camcorders",Camcorders,56,22960
1178,"Fabrikam Trendsetter 1/3'' 8.5mm X200 White",Fabrikam,"Cameras and camcorders",Camcorders,23,22954
592,"Contoso Projector 480p M481 White",Contoso,Computers,"Projectors & Screens",46,22954
29,"Contoso 32GB Video MP3 Player M3200 White",Contoso,Audio,MP4&MP3,90,22950
1501,"The Phone Company Microsoft Windows Mobile M200 Pink","The Phone Company","Cell phones","Smart phones & PDAs",100,22900
1468,"Contoso Touch Screen Phones - CRT M11 Black",Contoso,"Cell phones","Touch Screen Phones",121,22869
1551,"The Phone Company PDA Palm 3.7 inch M830 Silver","The Phone Company","Cell phones","Smart phones & PDAs",76,22724
1494,"The Phone Company Smart phones 160x160 M26 White","The Phone Company","Cell phones","Smart phones & PDAs",109,22672
1134,"Fabrikam SLR Camera M149 Blue",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",71,22649
2055,"Contoso Microwave 1.5CuFt X0110 White",Contoso,"Home Appliances",Microwaves,34,22641.96
2512,"Contoso Bluetooth Active Headphones L15 Black",Contoso,"Cell phones","Cell phones Accessories",174,22618.26000000001
1220,"Fabrikam Budget Moviemaker 1'' 25mm E400 Black",Fabrikam,"Cameras and camcorders",Camcorders,50,22600
376,"Adventure Works Laptop12 M1201 Silver","Adventure Works",Computers,Laptops,59,22594.049999999996
319,"SV Car Video LCD9.2W X9281 Silver","Southridge Video","TV and Video","Car Video",26,22594
721,"Proseware High-Performance Business-Class Laser Fax X200 White",Proseware,Computers,"Printers, Scanners & Fax",91,22568
355,"Fabrikam Laptop8.9 M0801 Silver",Fabrikam,Computers,Laptops,62,22537
1958,"Litware Refrigerator 19CuFt M760 Green",Litware,"Home Appliances",Refrigerators,25,22475
309,"SV Car Video LCD7W M7081 Silver","Southridge Video","TV and Video","Car Video",45,22455
638,"WWI Projector 480p DLP12 Silver","Wide World Importers",Computers,"Projectors & Screens",45,22455
1939,"Litware Refrigerator 24.7CuFt X980 White",Litware,"Home Appliances",Refrigerators,7,22399.93
1069,"A. Datum SLR Camera 35" X358 Blue","A. Datum","Cameras and camcorders","Digital SLR Cameras",38,22344
1053,"A. Datum SLR Camera 35" X358 Grey","A. Datum","Cameras and camcorders","Digital SLR Cameras",38,22344
350,"Fabrikam Laptop12W M2080 Silver",Fabrikam,Computers,Laptops,56,22344
83,"NT Wireless Bluetooth Stereo Headphones M402 Silver","Northwind Traders",Audio,"Bluetooth Headphones",223,22297.77
1076,"Contoso SLR Camera X142 Black",Contoso,"Cameras and camcorders","Digital SLR Cameras",35,22295
1597,"SV DVD External DVD Burner M200 Black","Southridge Video","Music, Movies and Audio Books","Movie DVD",384,22225.919999999987
1106,"Contoso SLR Camera M146 Orange",Contoso,"Cameras and camcorders","Digital SLR Cameras",69,22218
951,"A. Datum Consumer Digital Camera E100 Black","A. Datum","Cameras and camcorders","Digital Cameras",79,22199
1947,"Litware Refrigerator 9.7CuFt M560 Brown",Litware,"Home Appliances",Refrigerators,45,22185
33,"Contoso 32GB Video MP3 Player M3200 Black",Contoso,Audio,MP4&MP3,87,22185
1054,"A. Datum SLR Camera M137 Grey","A. Datum","Cameras and camcorders","Digital SLR Cameras",71,22152
40,"Contoso 8GB Clock & Radio MP3 Player X850 Blue",Contoso,Audio,MP4&MP3,74,22143.019999999997
1096,"Contoso SLR Camera X145 Pink",Contoso,"Cameras and camcorders","Digital SLR Cameras",35,22120
1542,"The Phone Company PDA Phone 3.7 inches M340 Silver","The Phone Company","Cell phones","Smart phones & PDAs",67,22110
372,"Adventure Works Laptop15.4W M1548 White","Adventure Works",Computers,Laptops,29,21982
1836,"Litware Washer & Dryer 15.5in E150 Silver",Litware,"Home Appliances","Washers & Dryers",22,21978
1831,"Litware Washer & Dryer 15.5in E150 White",Litware,"Home Appliances","Washers & Dryers",22,21978
580,"Contoso Projector 480p M481 Black",Contoso,Computers,"Projectors & Screens",44,21956
1868,"Contoso Washer & Dryer 25.5in M255 White",Contoso,"Home Appliances","Washers & Dryers",11,21879
354,"Fabrikam Laptop12 M2001 Silver",Fabrikam,Computers,Laptops,57,21828.15
1218,"Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black",Fabrikam,"Cameras and camcorders",Camcorders,34,21692
93,"WWI Stereo Bluetooth Headphones E1000 Blue","Wide World Importers",Audio,"Bluetooth Headphones",321,21635.4
1077,"Contoso SLR Camera 35" X358 Black",Contoso,"Cameras and camcorders","Digital SLR Cameras",38,21584
1105,"Contoso SLR Camera 35" X358 Orange",Contoso,"Cameras and camcorders","Digital SLR Cameras",38,21584
1934,"Fabrikam Refrigerator 19CuFt M7600 Orange",Fabrikam,"Home Appliances",Refrigerators,24,21576
219,"Litware Home Theater System 7.1 Channel M710 Silver",Litware,"TV and Video","Home Theater System",27,21573
1146,"Fabrikam Home and vacation moviemaker 1/3" 8.5mm M200 Blue",Fabrikam,"Cameras and camcorders",Camcorders,34,21522
1091,"Contoso SLR Camera 35" M358 Silver Grey",Contoso,"Cameras and camcorders","Digital SLR Cameras",60,21480
352,"Fabrikam Laptop8.9 E0800 Silver",Fabrikam,Computers,Laptops,67,21440
1616,"Contoso DVD Player M100 Black",Contoso,"Music, Movies and Audio Books","Movie DVD",376,21428.239999999994
1150,"Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black",Fabrikam,"Cameras and camcorders",Camcorders,52,21372
1832,"Litware Washer & Dryer 27in L420 Silver",Litware,"Home Appliances","Washers & Dryers",8,21216
1917,"Fabrikam Refrigerator 9.7CuFt M5600 Green",Fabrikam,"Home Appliances",Refrigerators,43,21199
2513,"Contoso Bluetooth Active Headphones L15 Red",Contoso,"Cell phones","Cell phones Accessories",163,21188.370000000017
605,"Contoso Screen 125in M250 Silver",Contoso,Computers,"Projectors & Screens",46,21114
1499,"The Phone Company Smart phones Unlocked International M800 White","The Phone Company","Cell phones","Smart phones & PDAs",68,21080
1515,"The Phone Company Smart phones 6-LINE SCREEN M21 Gold","The Phone Company","Cell phones","Smart phones & PDAs",91,20930
1048,"A. Datum SLR Camera X136 Silver","A. Datum","Cameras and camcorders","Digital SLR Cameras",49,20923
2183,"Fabrikam Coffee Maker Auto 10C M100 Grey",Fabrikam,"Home Appliances","Coffee Machines",28,20887.72
1617,"Contoso DVD Player M110 Silver",Contoso,"Music, Movies and Audio Books","Movie DVD",360,20876.399999999987
207,"Litware Home Theater System 5.1 Channel M516 Black",Litware,"TV and Video","Home Theater System",36,20844
1643,"Contoso DVD External DVD Burner M200 Grey",Contoso,"Music, Movies and Audio Books","Movie DVD",360,20836.799999999992
1845,"Litware Washer & Dryer 21in E214 Green",Litware,"Home Appliances","Washers & Dryers",13,20787
1875,"Contoso Washer & Dryer 21in E210 Silver",Contoso,"Home Appliances","Washers & Dryers",13,20787
1619,"Contoso DVD Player M130 Grey",Contoso,"Music, Movies and Audio Books","Movie DVD",346,20756.539999999994
608,"Contoso Screen 100in E010 Silver",Contoso,Computers,"Projectors & Screens",109,20710
1128,"Fabrikam SLR Camera X149 Pink",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",33,20691
1928,"Fabrikam Refrigerator 19CuFt M7600 Grey",Fabrikam,"Home Appliances",Refrigerators,23,20677
43,"Contoso 16GB New Generation MP5 Player M1650 Black",Contoso,Audio,MP4&MP3,89,20648
618,"WWI Screen 113in M1610 Black","Wide World Importers",Computers,"Projectors & Screens",69,20631
1093,"Contoso SLR Camera 35" X358 Gold",Contoso,"Cameras and camcorders","Digital SLR Cameras",36,20448
94,"WWI Stereo Bluetooth Headphones E1000 Black","Wide World Importers",Audio,"Bluetooth Headphones",303,20422.200000000008
25,"Contoso 16GB Mp5 Player M1600 Black",Contoso,Audio,MP4&MP3,102,20389.8
1171,"Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White",Fabrikam,"Cameras and camcorders",Camcorders,31,20305
1197,"Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey",Fabrikam,"Cameras and camcorders",Camcorders,47,20304
97,"WWI Stereo Bluetooth Headphones E1000 Green","Wide World Importers",Audio,"Bluetooth Headphones",300,20220.000000000004
522,"WWI LCD20W M250 Black","Wide World Importers",Computers,Monitors,72,20088
547,"Proseware Screen 106in M1609 Black",Proseware,Computers,"Projectors & Screens",80,20080
1141,"Fabrikam SLR Camera 35" X358 Green",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",46,20065.2
1052,"A. Datum SLR Camera X137 Grey","A. Datum","Cameras and camcorders","Digital SLR Cameras",32,20064
2160,"Adventure Works Coffee Maker 12C M100 Grey","Adventure Works","Home Appliances","Coffee Machines",45,20025
220,"Litware Home Theater System 7.1 Channel X711 Silver",Litware,"TV and Video","Home Theater System",18,19962
293,"SV Car Video LCD7W M7081 Black","Southridge Video","TV and Video","Car Video",40,19960
128,"Adventure Works 19" Color Digital TV E35 Brown","Adventure Works","TV and Video",Televisions,139,19932.6
364,"Adventure Works Laptop12 M1200 Black","Adventure Works",Computers,Laptops,52,19913.399999999998
1081,"Contoso SLR Camera 35" X358 Silver",Contoso,"Cameras and camcorders","Digital SLR Cameras",35,19880
1645,"Contoso DVD External DVD Burner M200 Silver",Contoso,"Music, Movies and Audio Books","Movie DVD",342,19794.960000000003
2383,"Proseware Air conditioner 25000BTU L167 White",Proseware,"Home Appliances","Air Conditioners",31,19715.690000000002
1124,"Fabrikam SLR Camera X148 Gold",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",30,19710
1095,"Contoso SLR Camera 35" M358 Gold",Contoso,"Cameras and camcorders","Digital SLR Cameras",55,19690
965,"A. Datum Consumer Digital Camera E100 Grey","A. Datum","Cameras and camcorders","Digital Cameras",70,19670
1126,"Fabrikam SLR Camera M148 Gold",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",59,19588
541,"Proseware Projector 720p LCD56 Black",Proseware,Computers,"Projectors & Screens",28,19572
1504,"The Phone Company Smart phones 160x160 M26 Pink","The Phone Company","Cell phones","Smart phones & PDAs",94,19552
117,"Adventure Works 20" CRT TV E15 Black","Adventure Works","TV and Video",Televisions,115,19548.85000000001
1519,"The Phone Company Smart phones Unlocked International M800 Gold","The Phone Company","Cell phones","Smart phones & PDAs",63,19530
1562,"The Phone Company PDA Phone Unlocked 3.7 inches M510 White","The Phone Company","Cell phones","Smart phones & PDAs",82,19516
1508,"The Phone Company Smart phones Expert M400 Pink","The Phone Company","Cell phones","Smart phones & PDAs",65,19500
181,"SV 16xDVD M310 Silver","Southridge Video","TV and Video","VCD & DVD",151,19479
116,"Adventure Works 20" CRT TV E15 Silver","Adventure Works","TV and Video",Televisions,114,19378.859999999997
1514,"The Phone Company Smart phones 160x160 M26 Gold","The Phone Company","Cell phones","Smart phones & PDAs",93,19344
1062,"A. Datum SLR Camera M139 Gold","A. Datum","Cameras and camcorders","Digital SLR Cameras",62,19344
1107,"Contoso SLR Camera 35" M358 Orange",Contoso,"Cameras and camcorders","Digital SLR Cameras",54,19332
1221,"Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black",Fabrikam,"Cameras and camcorders",Camcorders,40,19280
581,"Contoso Screen 125in M250 Black",Contoso,Computers,"Projectors & Screens",42,19278
628,"WWI Screen 125in M1611 White","Wide World Importers",Computers,"Projectors & Screens",42,19278
118,"Adventure Works 20" CRT TV E15 White","Adventure Works","TV and Video",Televisions,113,19208.87
1098,"Contoso SLR Camera M145 Pink",Contoso,"Cameras and camcorders","Digital SLR Cameras",56,19208
1086,"Contoso SLR Camera M143 Grey",Contoso,"Cameras and camcorders","Digital SLR Cameras",63,19152
2136,"Contoso Coffee Maker 12C M1000 Grey",Contoso,"Home Appliances","Coffee Machines",43,19135
1571,"SV DVD Player M100 Black","Southridge Video","Music, Movies and Audio Books","Movie DVD",334,19034.659999999993
